event_id,decline_code,retry_count,hours_since_failure,day_of_month,customer_tenure_months,subscription_value,prior_recovery_outcome,action,true_p_success,outcome
evt_000996_5bd23786,insufficient_funds,0,25.1,20,19,199.0,none,retry_now,0.3612238087982627,1
evt_000997_d7c40f26,stolen_card,0,3.5,17,5,2499.0,none,escalate_human,0.016463644763656287,0
evt_000998_35a780d4,do_not_honor,1,1.3,1,6,499.0,recovered,nudge_sms,0.024185953768396405,0
evt_000999_f0022054,expired_card,0,5.8,15,5,199.0,none,nudge_sms,0.5254481699470912,0
evt_001000_4bd94800,expired_card,3,3.5,4,4,2499.0,none,nudge_whatsapp,0.3326055245465571,1
evt_001001_143563fc,do_not_honor,1,12.2,2,22,999.0,recovered,stop,0.0,0
evt_001002_396ce242,issuer_unavailable,0,11.1,21,12,499.0,none,retry_later,0.8519474305074459,1
evt_001003_cd477a9e,insufficient_funds,0,5.8,16,3,499.0,recovered,escalate_human,0.6394931583076519,1
evt_001004_d4bdaaa5,do_not_honor,1,36.9,6,14,1499.0,none,nudge_sms,0.024185953768396405,0
evt_001005_cc9aa5eb,insufficient_funds,3,15.9,1,4,499.0,none,stop,0.0,0
evt_001006_24b4d4b4,issuer_unavailable,0,0.2,29,16,199.0,none,nudge_sms,0.6600027028264797,1
evt_001007_ae5b632f,issuer_unavailable,0,19.7,16,7,499.0,none,stop,0.0,0
evt_001008_4b8135b1,insufficient_funds,1,9.3,30,11,499.0,none,nudge_whatsapp,0.8277836082661221,1
evt_001009_9e1468f4,stolen_card,0,1.3,2,11,999.0,recovered,escalate_human,0.016463644763656287,0
evt_001010_99218f89,insufficient_funds,0,36.4,20,37,199.0,none,retry_later,0.6195834562495106,1
evt_001011_f2ec627d,insufficient_funds,0,0.4,9,39,499.0,none,nudge_sms,0.6111190567164099,0
evt_001012_e8154d70,expired_card,1,36.1,18,3,999.0,recovered,retry_later,0.08422052957078838,0
evt_001013_cab1c2dd,expired_card,1,18.2,29,32,199.0,recovered,stop,0.0,0
evt_001014_2c5b3cca,insufficient_funds,0,49.1,8,17,999.0,recovered,nudge_sms,0.5310217874033877,0
evt_001015_a0be49ff,do_not_honor,0,17.0,7,1,499.0,none,nudge_whatsapp,0.025086962153479813,0
evt_001016_7478e466,insufficient_funds,1,0.1,19,36,499.0,none,retry_later,0.5296070514578312,1
evt_001017_701b40eb,issuer_unavailable,1,0.0,12,1,999.0,none,nudge_whatsapp,0.5187692530340017,0
evt_001018_a8a203f2,insufficient_funds,1,2.8,14,11,2499.0,none,voice_call,0.4970933378018915,0
evt_001019_6b3f44fa,expired_card,0,6.5,8,9,499.0,none,retry_later,0.13003994702337954,0
evt_001020_f4a66153,issuer_unavailable,1,5.3,20,20,1499.0,none,retry_now,0.7608117030652867,1
evt_001021_323593b3,insufficient_funds,0,0.4,20,1,1499.0,none,stop,0.0,0
evt_001022_555531ff,insufficient_funds,1,1.5,17,3,499.0,none,retry_now,0.21897890140394863,0
evt_001023_897de6cd,insufficient_funds,4,1.3,6,2,499.0,none,nudge_sms,0.19763585104549297,0
evt_001024_6a6c60cb,issuer_unavailable,0,20.6,15,14,199.0,none,nudge_sms,0.6181918791859893,1
evt_001025_353da855,issuer_unavailable,1,1.5,10,2,2499.0,churned,retry_later,0.7685172075416651,1
evt_001026_7da77e7e,issuer_unavailable,1,5.8,21,28,199.0,none,voice_call,0.7891746211800528,1
evt_001027_fc4957cf,insufficient_funds,1,30.1,8,4,999.0,none,voice_call,0.4914410248952189,1
evt_001028_9e401c2c,do_not_honor,0,0.6,25,7,499.0,none,retry_now,0.02389268941058276,0
evt_001029_d3413233,insufficient_funds,0,0.3,4,31,199.0,none,escalate_human,0.8368576999515548,1
evt_001030_3b400019,insufficient_funds,1,2.8,4,6,499.0,none,voice_call,0.595085996048962,1
evt_001031_20edc05d,insufficient_funds,0,12.6,15,13,999.0,none,retry_now,0.3258896460429172,0
evt_001032_5ea171c6,insufficient_funds,1,2.4,7,6,499.0,recovered,nudge_sms,0.4078494106159585,0
evt_001033_c02e0ad8,stolen_card,4,2.9,4,6,199.0,none,retry_now,0.013653659097350888,0
evt_001034_be7ecaf6,expired_card,0,21.6,15,8,999.0,none,nudge_sms,0.5403820311300623,0
evt_001035_022d5db2,insufficient_funds,1,8.4,23,4,1499.0,recovered,nudge_sms,0.38089449985777807,0
evt_001036_850680b1,insufficient_funds,2,35.5,23,3,199.0,none,nudge_whatsapp,0.3416942267512745,0
evt_001037_2a8454de,insufficient_funds,1,5.1,26,11,499.0,none,retry_later,0.5177012398409601,0
evt_001038_eb403656,issuer_unavailable,0,5.4,31,17,999.0,recovered,retry_now,0.8375349374193038,1
evt_001039_acfeda86,insufficient_funds,2,26.5,1,44,199.0,churned,retry_later,0.8347951298093854,1
evt_001040_7a7e5ebe,insufficient_funds,1,8.1,23,4,999.0,recovered,retry_later,0.4047400332931919,0
evt_001041_dae5dce9,expired_card,1,6.7,15,16,199.0,none,nudge_whatsapp,0.5428647008043602,1
evt_001042_f3740716,insufficient_funds,0,9.0,9,5,199.0,recovered,retry_later,0.48301118161241097,1
evt_001043_e8d2ebb8,do_not_honor,4,24.6,1,7,499.0,recovered,stop,0.0,0
evt_001044_8c844f77,expired_card,2,1.4,25,4,499.0,recovered,stop,0.0,0
evt_001045_e1367363,do_not_honor,1,22.7,16,13,199.0,none,retry_later,0.024423090054107196,0
evt_001046_927559ce,insufficient_funds,0,22.0,18,4,199.0,none,retry_now,0.29021128685739633,0
evt_001047_2dd60f67,insufficient_funds,1,9.6,1,12,499.0,recovered,voice_call,0.8005922431513315,0
evt_001048_462291ff,insufficient_funds,0,12.2,13,15,199.0,recovered,retry_now,0.3375216759649744,0
evt_001049_f4ed7608,insufficient_funds,0,8.5,30,39,199.0,none,escalate_human,0.9321377064230055,1
evt_001050_d701764a,insufficient_funds,1,2.5,13,10,199.0,recovered,nudge_sms,0.37397525051369335,0
evt_001051_05ccefe0,do_not_honor,1,3.4,11,29,1499.0,none,nudge_whatsapp,0.024662492629723677,0
evt_001052_255ae9f4,insufficient_funds,0,17.5,16,17,199.0,recovered,retry_now,0.34370311404905657,1
evt_001053_b4d5d609,insufficient_funds,0,1.1,18,5,499.0,none,retry_later,0.45879359999093455,0
evt_001054_6b5c0919,expired_card,0,11.8,28,1,499.0,recovered,stop,0.0,0
evt_001055_7161004a,insufficient_funds,0,2.4,9,8,499.0,none,voice_call,0.5883810723371181,1
evt_001056_f18b5b0f,do_not_honor,1,12.4,7,17,199.0,none,voice_call,0.02539450392504494,0
evt_001057_70b79376,expired_card,3,8.4,22,26,499.0,none,nudge_sms,0.3737638607098803,1
evt_001058_a085d876,stolen_card,0,0.3,26,9,1499.0,none,retry_now,0.014629178170484324,0
evt_001059_1dffded3,expired_card,2,6.5,30,11,499.0,none,retry_now,0.05841455554239626,0
evt_001060_017d0c25,insufficient_funds,3,22.1,16,12,999.0,none,nudge_whatsapp,0.27049093052912776,0
evt_001061_009fdc54,insufficient_funds,0,17.8,15,5,199.0,none,nudge_whatsapp,0.47947822734532014,0
evt_001062_b8bd2d45,issuer_unavailable,2,40.7,29,20,199.0,none,escalate_human,0.7930331292518347,1
evt_001063_14035682,do_not_honor,1,18.7,25,22,499.0,recovered,nudge_whatsapp,0.024662492629723677,0
evt_001064_f9d8b99d,insufficient_funds,4,1.1,24,9,1499.0,none,escalate_human,0.3703931417023273,0
evt_001065_242ebbb5,insufficient_funds,3,5.4,10,56,499.0,recovered,nudge_whatsapp,0.39283651130897457,0
evt_001066_098f2641,insufficient_funds,0,17.0,16,1,499.0,none,voice_call,0.5332421380741577,1
evt_001067_0840869c,expired_card,2,13.6,7,35,999.0,none,stop,0.0,0
evt_001068_9f83b408,do_not_honor,0,9.8,23,11,499.0,recovered,retry_now,0.02389268941058276,0
evt_001069_d3b51b0f,insufficient_funds,0,19.8,15,42,499.0,none,nudge_sms,0.5836722426984902,0
evt_001070_54325c71,insufficient_funds,0,1.1,18,3,499.0,none,retry_now,0.28610886253359585,0
evt_001071_4ebe39c9,insufficient_funds,0,17.7,15,17,1499.0,recovered,retry_now,0.34370311404905657,1
evt_001072_5de9d8ea,issuer_unavailable,4,1.2,29,6,1499.0,churned,nudge_whatsapp,0.32372755493163335,1
evt_001073_7a695045,insufficient_funds,1,3.2,11,6,499.0,none,voice_call,0.4799965800715158,0
evt_001074_adc0bb51,expired_card,1,1.3,21,13,999.0,none,stop,0.0,0
evt_001075_55e9bd9a,issuer_unavailable,0,1.2,28,1,199.0,none,retry_later,0.8351648743472408,1
evt_001076_06f355cf,insufficient_funds,1,8.4,17,1,199.0,none,escalate_human,0.5469545406872149,1
evt_001077_99967ce3,insufficient_funds,1,14.4,12,25,499.0,recovered,nudge_sms,0.4498113153189611,1
evt_001078_f0acc014,insufficient_funds,0,34.0,23,8,2499.0,none,escalate_human,0.6890669359875043,1
evt_001079_7f6717da,insufficient_funds,2,1.8,5,41,1499.0,none,nudge_whatsapp,0.5795276279302514,0
evt_001080_c9af1b86,insufficient_funds,2,4.6,28,3,499.0,none,retry_later,0.5088722001864673,1
evt_001081_a64a0a8b,expired_card,0,12.8,2,14,499.0,none,retry_now,0.11138278928194191,0
evt_001082_f12873a0,insufficient_funds,3,4.1,5,14,199.0,recovered,nudge_whatsapp,0.38481379235256746,0
evt_001083_3d0a382e,insufficient_funds,0,3.2,12,9,2499.0,none,nudge_sms,0.45724638526641415,1
evt_001084_be9830e7,insufficient_funds,0,7.3,15,8,1499.0,none,stop,0.0,0
evt_001085_940c05ce,issuer_unavailable,0,11.3,14,4,499.0,none,retry_now,0.7654194117976248,1
evt_001086_6aa8f539,insufficient_funds,3,6.1,1,45,199.0,none,voice_call,0.7631450157268554,1
evt_001087_198e51ee,stolen_card,2,27.3,15,15,999.0,none,escalate_human,0.015906391711814714,0
evt_001088_1df84d9e,issuer_unavailable,0,9.5,10,1,499.0,none,retry_later,0.822000083240544,1
evt_001089_4b29e693,insufficient_funds,3,9.7,10,1,999.0,none,nudge_sms,0.2082667911307158,0
evt_001090_410ba397,expired_card,3,9.2,8,3,199.0,none,escalate_human,0.48235592764899715,1
evt_001091_be73dd1e,stolen_card,2,3.1,5,7,499.0,none,stop,0.0,0
evt_001092_6151d72c,do_not_honor,4,12.7,2,43,499.0,none,voice_call,0.024127021417669196,0
evt_001093_caec40c1,do_not_honor,0,10.3,11,22,999.0,churned,nudge_sms,0.024602428402739435,0
evt_001094_e5f96016,insufficient_funds,0,5.6,16,24,499.0,none,nudge_sms,0.5244471825945319,0
evt_001095_9fc392d7,insufficient_funds,0,5.4,28,33,199.0,none,escalate_human,0.8674713879124446,0
evt_001096_4530ad67,insufficient_funds,4,3.6,13,6,1499.0,none,retry_later,0.1757805773990573,0
evt_001097_b6e66842,do_not_honor,3,34.7,8,24,1499.0,none,retry_now,0.02269841923472085,0
evt_001098_04c95e4c,do_not_honor,0,4.4,2,14,1499.0,churned,nudge_whatsapp,0.025086962153479813,0
evt_001099_79f5800b,issuer_unavailable,0,29.8,3,12,199.0,none,nudge_whatsapp,0.6775823682232817,0
evt_001100_cd50bf3e,insufficient_funds,0,7.4,22,2,1499.0,none,nudge_whatsapp,0.49300509571972423,1
evt_001101_184651f8,insufficient_funds,0,37.5,14,18,999.0,churned,retry_now,0.34941155623949327,0
evt_001102_ec352bb0,insufficient_funds,1,4.4,20,4,199.0,churned,nudge_sms,0.3538360914407547,0
evt_001103_e30d0612,expired_card,0,39.1,5,3,999.0,none,retry_later,0.12054486195465748,0
evt_001104_776011aa,insufficient_funds,0,17.3,17,20,199.0,none,retry_now,0.35855835762617555,1
evt_001105_9ce3d24a,do_not_honor,0,7.0,1,11,199.0,none,voice_call,0.025831238524664044,0
evt_001106_5a24ec86,issuer_unavailable,1,7.7,7,2,999.0,none,retry_now,0.693613403209753,1
evt_001107_c6d56c3b,insufficient_funds,1,8.4,6,11,499.0,none,nudge_sms,0.45732002688633605,0
evt_001108_bd3fd1a1,insufficient_funds,1,21.3,9,2,499.0,recovered,nudge_sms,0.3593971958177135,1
evt_001109_d10c8109,expired_card,2,2.1,4,23,499.0,none,voice_call,0.5826291903056849,0
evt_001110_05a63f17,insufficient_funds,0,22.8,6,7,499.0,churned,retry_now,0.35535690864301833,0
evt_001111_7a737789,do_not_honor,2,10.0,31,12,999.0,none,retry_now,0.02308988508896221,0
evt_001112_2c6e45a3,expired_card,1,32.8,23,9,999.0,none,voice_call,0.5864707132368235,1
evt_001113_a9861ca0,issuer_unavailable,1,11.7,24,3,999.0,none,nudge_whatsapp,0.534213216207833,1
evt_001114_b36ff4b4,insufficient_funds,3,7.3,12,11,499.0,recovered,voice_call,0.3330963370551811,1
evt_001115_87193198,insufficient_funds,0,16.6,13,5,999.0,none,retry_later,0.45879359999093455,0
evt_001116_3f26a896,do_not_honor,0,5.2,22,7,499.0,recovered,retry_later,0.024843544141003683,0
evt_001117_8e3a3ba1,expired_card,1,12.1,6,27,999.0,none,nudge_whatsapp,0.6053422628104267,0
evt_001118_65c6b98a,issuer_unavailable,1,5.9,9,12,1499.0,none,voice_call,0.7318240242841866,1
evt_001119_cd101bba,issuer_unavailable,0,9.9,2,7,2499.0,recovered,retry_later,0.8561046423667861,1
evt_001120_1c397b51,insufficient_funds,4,3.6,9,5,499.0,none,voice_call,0.2492300024973861,0
evt_001121_39d1671f,insufficient_funds,0,1.0,29,26,499.0,recovered,nudge_sms,0.8147853814688162,1
evt_001122_fc7121ad,stolen_card,0,35.7,23,18,499.0,none,retry_now,0.014629178170484324,0
evt_001123_f4d6cdc3,insufficient_funds,3,17.1,14,7,199.0,none,voice_call,0.3118194750325321,0
evt_001124_c48fa010,insufficient_funds,1,3.3,31,29,199.0,none,stop,0.0,0
evt_001125_a0234800,issuer_unavailable,0,47.6,3,11,499.0,none,retry_now,0.805758747951321,0
evt_001126_776e7fd5,stolen_card,2,17.0,6,7,199.0,churned,escalate_human,0.015906391711814714,0
evt_001127_a0a5ed89,issuer_unavailable,0,11.0,4,2,999.0,none,nudge_whatsapp,0.6256443713046532,1
evt_001128_002f7090,stolen_card,0,35.5,20,12,1499.0,none,retry_later,0.015217121208656299,0
evt_001129_b51d64c9,stolen_card,3,9.6,16,12,499.0,none,nudge_whatsapp,0.014593183952298106,0
evt_001130_6f79ec1a,insufficient_funds,3,3.5,17,16,199.0,none,retry_now,0.1529528339906074,0
evt_001131_0541ffba,issuer_unavailable,1,19.5,20,4,199.0,none,voice_call,0.6978614285598993,1
evt_001132_fea27f63,insufficient_funds,2,3.4,18,27,199.0,none,nudge_sms,0.37163703909866513,1
evt_001133_6af013c4,insufficient_funds,1,1.5,5,4,199.0,recovered,voice_call,0.5495953782485198,1
evt_001134_f5c20c2d,do_not_honor,2,19.3,7,2,499.0,recovered,stop,0.0,0
evt_001135_23117b91,expired_card,0,62.1,10,3,499.0,none,voice_call,0.6387533485181992,1
evt_001136_af4f6611,issuer_unavailable,1,2.7,23,16,499.0,none,nudge_whatsapp,0.5961369033816865,1
evt_001137_f19be0a1,issuer_unavailable,4,10.6,21,20,499.0,none,stop,0.0,0
evt_001138_49bd93da,insufficient_funds,0,1.8,2,16,999.0,none,escalate_human,0.8609429348332251,0
evt_001139_bb8525a3,expired_card,2,22.1,30,4,1499.0,none,retry_later,0.0744679451660281,0
evt_001140_bfc35dbf,insufficient_funds,0,31.6,31,1,499.0,recovered,voice_call,0.8205384805926731,1
evt_001141_9c460455,expired_card,0,15.6,31,8,499.0,none,retry_now,0.1052693895225098,0
evt_001142_3cb689b4,issuer_unavailable,2,56.5,7,3,999.0,recovered,nudge_whatsapp,0.4469669912265594,0
evt_001143_d1dc49e6,insufficient_funds,3,7.6,20,33,499.0,recovered,nudge_sms,0.3269044404920675,0
evt_001144_db658368,stolen_card,4,30.0,23,23,499.0,churned,nudge_whatsapp,0.014343656063488086,0
evt_001145_ed8aa193,insufficient_funds,0,8.2,8,11,499.0,none,voice_call,0.6120080288606256,1
evt_001146_ef4fd6e3,insufficient_funds,0,0.1,30,13,1499.0,none,retry_now,0.6592603884513855,1
evt_001147_26f94938,insufficient_funds,1,0.8,29,6,499.0,none,nudge_whatsapp,0.7173611529622327,1
evt_001148_50884f98,insufficient_funds,0,20.3,7,3,499.0,none,nudge_sms,0.47929610472727296,1
evt_001149_c15270f8,expired_card,1,49.3,16,24,999.0,none,nudge_sms,0.5329224748805543,1
evt_001150_3d61bc2b,insufficient_funds,2,0.2,9,30,2499.0,none,retry_now,0.2684063509913707,0
evt_001151_5f099e8e,do_not_honor,0,4.6,11,7,499.0,none,voice_call,0.025831238524664044,1
evt_001152_646d6c19,insufficient_funds,1,0.2,6,9,499.0,none,nudge_sms,0.4474111277038904,0
evt_001153_82ab3aa9,issuer_unavailable,1,36.4,2,16,1499.0,recovered,escalate_human,0.8338699115624545,1
evt_001154_3d6ae31a,do_not_honor,0,0.3,30,7,499.0,recovered,retry_now,0.02389268941058276,0
evt_001155_864c2b8f,insufficient_funds,2,0.6,1,11,499.0,none,escalate_human,0.8053384164084221,1
evt_001156_f5ec1bf6,expired_card,0,7.9,21,14,999.0,none,nudge_whatsapp,0.6200964000415687,1
evt_001157_c715b1c1,insufficient_funds,1,11.1,10,2,499.0,none,escalate_human,0.5645630097553518,1
evt_001158_1e05ae28,issuer_unavailable,0,1.3,17,3,1499.0,none,escalate_human,0.8267296643437054,1
evt_001159_1eef049d,insufficient_funds,0,41.4,25,9,199.0,none,retry_now,0.3645721317586342,0
evt_001160_8a4a26a3,expired_card,1,11.2,19,15,999.0,none,retry_now,0.07277068630416228,0
evt_001161_70d61646,insufficient_funds,0,8.4,21,8,199.0,none,retry_now,0.31641462384864616,0
evt_001162_989ba1c4,do_not_honor,2,48.2,13,16,499.0,none,nudge_whatsapp,0.024245026490228132,0
evt_001163_0be20e14,issuer_unavailable,0,6.1,9,3,999.0,recovered,escalate_human,0.8283384029430444,0
evt_001164_69f685e2,insufficient_funds,0,28.8,1,39,499.0,none,stop,0.0,0
evt_001165_2f40f14e,issuer_unavailable,0,6.4,31,10,499.0,none,escalate_human,0.8698915256370021,1
evt_001166_694a3488,insufficient_funds,0,1.4,22,1,999.0,none,nudge_sms,0.4383203970647978,0
evt_001167_84bdcae8,insufficient_funds,1,1.7,14,2,499.0,none,stop,0.0,0
evt_001168_4f61c354,insufficient_funds,3,1.3,25,10,999.0,none,escalate_human,0.47861950673331827,0
evt_001169_33d1c580,do_not_honor,2,6.2,9,10,199.0,none,nudge_sms,0.023776357441429207,0
evt_001170_5ac41a25,do_not_honor,1,8.4,7,2,1499.0,none,escalate_human,0.026403509502070335,0
evt_001171_80f93878,do_not_honor,1,37.9,17,51,999.0,churned,voice_call,0.02539450392504494,0
evt_001172_589431a8,expired_card,1,25.7,7,4,499.0,recovered,nudge_whatsapp,0.48926841251667824,1
evt_001173_51a14a80,insufficient_funds,1,39.9,8,5,499.0,none,retry_later,0.4095675805907787,0
evt_001174_5a473ddd,do_not_honor,0,21.5,4,3,199.0,none,retry_later,0.024843544141003683,0
evt_001175_f8c0a827,insufficient_funds,2,23.3,24,19,499.0,none,retry_now,0.24406319320776776,1
evt_001176_1cda4a8e,insufficient_funds,0,40.6,10,6,1499.0,none,voice_call,0.5719231505010527,0
evt_001177_c94f30ab,insufficient_funds,0,30.0,21,36,499.0,none,retry_later,0.6258831311123948,0
evt_001178_5594c588,issuer_unavailable,1,12.3,26,23,199.0,none,retry_now,0.7794938868661428,1
evt_001179_55e5c3b1,issuer_unavailable,0,27.6,20,1,499.0,none,retry_now,0.7553097488176145,1
evt_001180_31112fac,expired_card,0,3.0,17,3,999.0,recovered,retry_now,0.08036668803375634,0
evt_001181_1af3f792,insufficient_funds,0,37.4,12,8,2499.0,recovered,voice_call,0.5734120835849646,0
evt_001182_a4589ae1,insufficient_funds,0,7.6,11,12,199.0,none,stop,0.0,0
evt_001183_725e0380,insufficient_funds,0,7.3,12,54,999.0,none,nudge_whatsapp,0.6384324321090132,1
evt_001184_b3a9404f,insufficient_funds,0,8.7,10,7,499.0,recovered,retry_now,0.3121046642308941,0
evt_001185_8259cd87,insufficient_funds,3,1.5,31,1,999.0,none,voice_call,0.6153837563911821,1
evt_001186_d1e9c278,stolen_card,0,1.4,10,15,199.0,recovered,retry_later,0.015217121208656299,0
evt_001187_a6845356,expired_card,1,1.3,21,22,1499.0,none,stop,0.0,0
evt_001188_b45ffbc7,issuer_unavailable,0,9.0,17,8,999.0,none,voice_call,0.7794776122147967,1
evt_001189_78a5f5c8,insufficient_funds,3,14.7,16,1,999.0,none,retry_now,0.11744665413446898,0
evt_001190_72923bd0,insufficient_funds,0,11.3,6,18,1499.0,none,stop,0.0,0
evt_001191_d014cb1f,insufficient_funds,1,7.6,3,25,199.0,none,nudge_sms,0.6738153601690957,1
evt_001192_8ec2a201,insufficient_funds,2,7.5,29,22,499.0,none,retry_now,0.43613668886439294,1
evt_001193_b7d490e3,issuer_unavailable,0,5.7,3,19,999.0,none,stop,0.0,0
evt_001194_e4e6001b,insufficient_funds,0,2.6,26,5,199.0,none,retry_now,0.370292076868059,1
evt_001195_de6380ea,insufficient_funds,4,2.9,13,37,999.0,churned,retry_later,0.2798511068655009,1
evt_001196_d0815e3d,insufficient_funds,0,4.1,21,17,499.0,none,nudge_whatsapp,0.558381351200071,1
evt_001197_4c35b315,do_not_honor,0,7.4,21,20,499.0,none,stop,0.0,0
evt_001198_04aabee1,insufficient_funds,0,4.3,3,2,499.0,none,retry_now,0.4399867002242399,0
evt_001199_f33ca132,insufficient_funds,2,2.5,16,48,499.0,none,nudge_whatsapp,0.4595552516336272,1
evt_001200_70156500,insufficient_funds,0,0.2,22,33,499.0,none,voice_call,0.7020913926337452,0
evt_001201_84bfc5ec,insufficient_funds,0,5.3,23,5,1499.0,none,voice_call,0.583160393528764,1
evt_001202_717452da,insufficient_funds,0,30.0,11,2,999.0,none,retry_now,0.28698829429602146,0
evt_001203_8f8baa04,issuer_unavailable,0,11.6,26,10,1499.0,none,stop,0.0,0
evt_001204_6710d17f,insufficient_funds,2,6.0,16,1,999.0,none,nudge_whatsapp,0.29689384529948387,0
evt_001205_bb7c6a50,expired_card,2,26.4,27,2,199.0,none,retry_later,0.06377920692306535,0
evt_001206_fce6ea5c,insufficient_funds,0,32.4,11,5,499.0,none,escalate_human,0.6569977508509574,0
evt_001207_001d75ca,insufficient_funds,1,12.4,2,5,999.0,none,escalate_human,0.7778435995578697,1
evt_001208_a387e4c2,issuer_unavailable,1,4.1,22,3,499.0,none,nudge_whatsapp,0.530934611152984,1
evt_001209_6ad854bd,issuer_unavailable,1,8.4,2,1,199.0,none,voice_call,0.7136762495064475,0
evt_001210_41fd8e04,expired_card,1,14.8,23,23,999.0,none,nudge_whatsapp,0.5816120161772633,1
evt_001211_1032907b,issuer_unavailable,2,4.6,23,1,999.0,none,retry_later,0.6983376529612318,1
evt_001212_b5a96166,insufficient_funds,0,5.4,13,7,499.0,recovered,stop,0.0,0
evt_001213_0c204b2d,insufficient_funds,0,35.0,2,16,1499.0,none,escalate_human,0.8609429348332251,1
evt_001214_2cc56d05,do_not_honor,0,10.3,10,9,999.0,churned,retry_now,0.02389268941058276,0
evt_001215_11055cf8,insufficient_funds,0,5.4,8,19,199.0,none,nudge_sms,0.5409696230232568,0
evt_001216_d7dc9f57,insufficient_funds,0,4.7,19,17,499.0,none,escalate_human,0.7059482467248895,1
evt_001217_fbdce7e9,do_not_honor,0,10.6,19,7,1499.0,recovered,retry_later,0.024843544141003683,0
evt_001218_87437199,insufficient_funds,2,22.6,4,10,199.0,none,nudge_whatsapp,0.4997427345791381,0
evt_001219_bd4fad97,issuer_unavailable,4,25.6,7,5,499.0,recovered,voice_call,0.4568741866368577,1
evt_001220_22a2eee1,insufficient_funds,1,2.0,16,1,499.0,none,nudge_whatsapp,0.37469357964721706,1
evt_001221_ffc201c7,do_not_honor,0,2.9,13,4,999.0,none,stop,0.0,0
evt_001222_df8c3315,issuer_unavailable,0,0.0,7,5,199.0,none,retry_later,0.8357674586953288,1
evt_001223_e37b1630,do_not_honor,1,0.2,15,25,499.0,churned,retry_later,0.024423090054107196,0
evt_001224_44b3516b,expired_card,4,0.3,23,11,499.0,recovered,nudge_whatsapp,0.2767569587650641,0
evt_001225_8b724e48,insufficient_funds,2,4.5,12,33,999.0,none,nudge_whatsapp,0.452287348333089,1
evt_001226_c1a53ce8,expired_card,1,8.1,16,19,499.0,none,escalate_human,0.7174566854669441,1
evt_001227_adfcf132,insufficient_funds,2,9.6,1,37,199.0,none,nudge_whatsapp,0.8481288363433407,1
evt_001228_0df01b4d,expired_card,2,34.3,8,5,499.0,none,nudge_whatsapp,0.4059808404672841,1
evt_001229_ae8a81ae,insufficient_funds,2,9.3,3,13,499.0,none,nudge_sms,0.5338214056181602,1
evt_001230_86be0b7c,stolen_card,1,7.4,22,9,499.0,none,nudge_sms,0.014810465269792841,0
evt_001231_658146ad,do_not_honor,3,4.9,20,7,199.0,none,nudge_whatsapp,0.02383445418444756,0
evt_001232_7e7f75e9,issuer_unavailable,0,0.6,21,2,199.0,none,nudge_sms,0.5621660189116524,0
evt_001233_4f46aea7,issuer_unavailable,0,0.5,11,1,199.0,none,escalate_human,0.8215867142255932,1
evt_001234_f91afa46,issuer_unavailable,0,44.6,20,18,499.0,none,escalate_human,0.8661264015682715,1
evt_001235_a05bc0a8,issuer_unavailable,0,20.0,8,34,499.0,none,stop,0.0,0
evt_001236_8b355144,stolen_card,1,13.6,12,1,999.0,none,retry_later,0.01495708659314999,0
evt_001237_0c06618b,issuer_unavailable,2,34.6,10,4,999.0,none,retry_later,0.7088813841651249,1
evt_001238_ea0209f4,issuer_unavailable,4,24.4,13,1,999.0,none,nudge_whatsapp,0.27361923264947197,0
evt_001239_dcb67253,insufficient_funds,0,0.3,25,12,999.0,recovered,retry_later,0.5741647020112315,1
evt_001240_e608ac7d,issuer_unavailable,0,3.4,3,3,2499.0,none,nudge_sms,0.589689859733566,0
evt_001241_cbb608e4,insufficient_funds,1,3.8,9,20,499.0,none,retry_now,0.29886192301593567,1
evt_001242_a81e396e,do_not_honor,2,4.5,14,9,999.0,recovered,retry_later,0.024009576565228712,0
evt_001243_5dad88a0,insufficient_funds,1,32.8,16,12,199.0,none,escalate_human,0.5994478443123135,0
evt_001244_09dede42,expired_card,0,4.1,18,26,199.0,none,nudge_sms,0.6280039283807113,1
evt_001245_a749a371,stolen_card,3,62.4,6,17,1499.0,none,retry_now,0.01389135269805543,0
evt_001246_e623f1af,insufficient_funds,1,4.4,21,1,499.0,recovered,retry_later,0.36925724242784175,0
evt_001247_2835d42b,expired_card,2,18.0,13,43,499.0,none,stop,0.0,0
evt_001248_ed80235e,insufficient_funds,2,17.5,24,18,499.0,none,voice_call,0.4873700364030481,0
evt_001249_ecbb4ab1,stolen_card,0,6.2,18,12,199.0,recovered,stop,0.0,0
evt_001250_24cd9144,insufficient_funds,1,29.1,27,1,499.0,none,escalate_human,0.6648606863861057,0
evt_001251_2ca682be,insufficient_funds,3,3.6,16,5,499.0,recovered,nudge_whatsapp,0.24376763554084468,0
evt_001252_69bdbd63,insufficient_funds,0,0.7,24,9,499.0,none,escalate_human,0.7046352784599953,1
evt_001253_7826e0d4,expired_card,1,17.8,20,10,199.0,recovered,retry_now,0.06643012302781916,0
evt_001254_fcb60602,do_not_honor,0,4.3,14,8,199.0,recovered,retry_later,0.024843544141003683,0
evt_001255_bb201689,do_not_honor,2,17.5,21,12,1499.0,churned,retry_now,0.02308988508896221,0
evt_001256_9804a5b3,insufficient_funds,2,1.1,7,15,499.0,none,retry_later,0.3910589945925997,1
evt_001257_ad68e88e,expired_card,0,15.3,19,6,499.0,none,stop,0.0,0
